Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1056	a	sp|Q9UBX3|DIC_HUMAN	Q9UBX3	DIC_HUMAN	SLC25A10	287	8.40	Homo sapiens OX=9606	Mitochondrial dicarboxylate carrier 	1:Experimental evidence at protein level	0.9903	0.9987	1	1	1	1	1	1	     0	     0	     0			
1057	a	sp|Q9Y4Y9|LSM5_HUMAN	Q9Y4Y9	LSM5_HUMAN	LSM5	91	20.90	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm5 	1:Experimental evidence at protein level	0.9903	0.9987	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
1058	a	sp|Q9Y520|PRC2C_HUMAN	Q9Y520	PRC2C_HUMAN	PRRC2C	2896	0.60	Homo sapiens OX=9606	Protein PRRC2C 	1:Experimental evidence at protein level	0.9903	0.9987	1	1	1	1	1	1	     0	     0	     0			
1059	a	sp|Q9Y5J7|TIM9_HUMAN	Q9Y5J7	TIM9_HUMAN	TIMM9	89	16.90	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim9 	1:Experimental evidence at protein level	0.9903	0.9987	1	1	1	1	1	1	     0	     0	     0			
1060	a	sp|P04179|SODM_HUMAN	P04179	SODM_HUMAN	SOD2	222	6.80	Homo sapiens OX=9606	Superoxide dismutase [Mn], mitochondrial 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1061	a	sp|P05161|ISG15_HUMAN	P05161	ISG15_HUMAN	ISG15	165	7.90	Homo sapiens OX=9606	Ubiquitin-like protein ISG15 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1062	a	sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	17.10	Homo sapiens	Thioredoxin 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1063	a	sp|Q13409|DC1I2_HUMAN	Q13409	DC1I2_HUMAN	DYNC1I2	638	1.70	Homo sapiens OX=9606	Cytoplasmic dynein 1 intermediate chain 2 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1064	a	sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	1.70	Homo sapiens OX=9606	Protein transport protein Sec23B 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1065	a	sp|Q5RI15|COX20_HUMAN	Q5RI15	COX20_HUMAN	COX20	118	10.20	Homo sapiens OX=9606	Cytochrome c oxidase assembly protein COX20, mitochondrial 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1066	a	sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	2.90	Homo sapiens OX=9606	PAT complex subunit CCDC47 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1067	a	sp|Q96T76|MMS19_HUMAN	Q96T76	MMS19_HUMAN	MMS19	1030	1.80	Homo sapiens OX=9606	MMS19 nucleotide excision repair protein homolog 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	2	2	2	     0	     0	     0	2C(57.0215)		
1068	a	sp|Q9BT73|PSMG3_HUMAN	Q9BT73	PSMG3_HUMAN	PSMG3	122	12.30	Homo sapiens OX=9606	Proteasome assembly chaperone 3 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1069	a	sp|Q9NYL4|FKB11_HUMAN	Q9NYL4	FKB11_HUMAN	FKBP11	201	5.50	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP11 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1070	a	sp|Q9UG63|ABCF2_HUMAN	Q9UG63	ABCF2_HUMAN	ABCF2	623	1.60	Homo sapiens OX=9606	ATP-binding cassette sub-family F member 2 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0	8C(57.0215)		
1071	a	sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1_HUMAN	TMCO1	239	6.30	Homo sapiens OX=9606	Calcium load-activated calcium channel 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1072	a	sp|Q9UQ35|SRRM2_HUMAN	Q9UQ35	SRRM2_HUMAN	SRRM2	2752	0.60	Homo sapiens OX=9606	Serine/arginine repetitive matrix protein 2 	1:Experimental evidence at protein level	0.9895	0.9986	1	1	1	1	1	1	     0	     0	     0			
1074	a	sp|P10620|MGST1_HUMAN	P10620	MGST1_HUMAN	MGST1	155	10.30	Homo sapiens OX=9606	Microsomal glutathione S-transferase 1 	1:Experimental evidence at protein level	0.9888	0.9985	1	1	1	1	1	1	     0	     0	     0			
1075	a	sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	7.30	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 1 	1:Experimental evidence at protein level	0.9888	0.9985	1	1	1	1	1	1	     0	     0	     0	3C(57.0215)		
1076	a	sp|Q2M3M2|SC5A9_HUMAN	Q2M3M2	SC5A9_HUMAN	SLC5A9	681	2.90	Homo sapiens OX=9606	Sodium/glucose cotransporter 4 	1:Experimental evidence at protein level	0.9888	0.9985	1	1	1	1	1	1	     0	     0	     0			
1077	a	sp|P12235|ADT1_HUMAN	P12235	ADT1_HUMAN	SLC25A4	298	9.10	Homo sapiens OX=9606	ADP/ATP translocase 1 	1:Experimental evidence at protein level	0.9758	0.9978	1	0	1	1	0	1	     0	     0	     0	18C(57.0215)		sp|P12236|ADT3_HUMAN
1078	a	sp|O15069|NACAD_HUMAN	O15069	NACAD_HUMAN	NACAD	1562	0.90	Homo sapiens OX=9606	NAC-alpha domain-containing protein 1 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0			
1079	a	sp|O75347|TBCA_HUMAN	O75347	TBCA_HUMAN	TBCA	108	10.20	Homo sapiens OX=9606	Tubulin-specific chaperone A 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0			
1080	a	sp|P51114|FXR1_HUMAN	P51114	FXR1_HUMAN	FXR1	621	1.60	Homo sapiens OX=9606	Fragile X mental retardation syndrome-related protein 1 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0			
1081	a	sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	3.90	Homo sapiens OX=9606	Nucleobindin-1 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0			
1082	a	sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	2.40	Homo sapiens OX=9606	WD repeat-containing protein 43 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
1083	a	sp|Q9BWS9|CHID1_HUMAN	Q9BWS9	CHID1_HUMAN	CHID1	393	5.60	Homo sapiens OX=9606	Chitinase domain-containing protein 1 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0			
1084	a	sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	6.20	Homo sapiens OX=9606	Sorting nexin-12 	1:Experimental evidence at protein level	0.9881	0.9984	1	1	1	1	1	1	     0	     0	     0			
1085	a	sp|P0DPB6|RPAC2_HUMAN	P0DPB6	RPAC2_HUMAN	POLR1D	133	13.50	Homo sapiens OX=9606	DNA-directed RNA polymerases I and III subunit RPAC2 	1:Experimental evidence at protein level	0.9873	0.9983	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
1086	a	sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	6.90	Homo sapiens OX=9606	40S ribosomal protein S19 	1:Experimental evidence at protein level	0.9873	0.9983	1	1	1	1	1	1	     0	     0	     0			
1087	a	sp|Q96EP5|DAZP1_HUMAN	Q96EP5	DAZP1_HUMAN	DAZAP1	407	3.90	Homo sapiens OX=9606	DAZ-associated protein 1 	1:Experimental evidence at protein level	0.9873	0.9983	1	1	1	1	1	1	     0	     0	     0	10C(57.0215)		
1088	a	sp|Q9NQR4|NIT2_HUMAN	Q9NQR4	NIT2_HUMAN	NIT2	276	4.00	Homo sapiens OX=9606	Omega-amidase NIT2 	1:Experimental evidence at protein level	0.9873	0.9983	1	1	1	1	1	1	     0	     0	     0			
1089	a	sp|O95758|PTBP3_HUMAN	O95758	PTBP3_HUMAN	PTBP3	552	4.30	Homo sapiens OX=9606	Polypyrimidine tract-binding protein 3 	1:Experimental evidence at protein level	0.9866	0.9982	1	1	1	1	1	1	     0	     0	     0	17M(15.9949), 7M(15.9949)		
1090	a	sp|Q92643|GPI8_HUMAN	Q92643	GPI8_HUMAN	PIGK	395	3.50	Homo sapiens OX=9606	GPI-anchor transamidase 	1:Experimental evidence at protein level	0.9866	0.9982	1	1	1	1	1	1	     0	     0	     0			
1091	a	sp|Q9Y2W2|WBP11_HUMAN	Q9Y2W2	WBP11_HUMAN	WBP11	641	2.20	Homo sapiens OX=9606	WW domain-binding protein 11 	1:Experimental evidence at protein level	0.9866	0.9982	1	1	1	1	1	1	     0	     0	     0			
1092	a	sp|Q9UBQ0|VPS29_HUMAN	Q9UBQ0	VPS29_HUMAN	VPS29	182	7.10	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 29 	1:Experimental evidence at protein level	0.9859	0.9981	1	1	1	1	1	1	     0	     0	     0	11C(57.0215), 6C(57.0215)		
1093	a	sp|P09543|CN37_HUMAN	P09543	CN37_HUMAN	CNP	421	2.60	Homo sapiens OX=9606	2',3'-cyclic-nucleotide 3'-phosphodiesterase 	1:Experimental evidence at protein level	0.9851	0.9980	1	1	1	2	2	2	     0	     0	     0			
1094	a	sp|P51149|RAB7A_HUMAN	P51149	RAB7A_HUMAN	RAB7A	207	7.70	Homo sapiens OX=9606	Ras-related protein Rab-7a 	1:Experimental evidence at protein level	0.9851	0.9980	1	1	1	1	1	1	     0	     0	     0			
1095	a	sp|Q86TI0|TBCD1_HUMAN	Q86TI0	TBCD1_HUMAN	TBC1D1	1168	0.80	Homo sapiens OX=9606	TBC1 domain family member 1 	1:Experimental evidence at protein level	0.9851	0.9980	1	1	1	1	1	1	     0	     0	     0			
1096	a	sp|Q9Y285|SYFA_HUMAN	Q9Y285	SYFA_HUMAN	FARSA	508	5.70	Homo sapiens OX=9606	Phenylalanine--tRNA ligase alpha subunit 	1:Experimental evidence at protein level	0.9851	0.9980	1	1	1	1	1	1	     0	     0	     0			
1097	a	sp|Q9Y4D8|HECD4_HUMAN	Q9Y4D8	HECD4_HUMAN	HECTD4	3996	0.40	Homo sapiens OX=9606	Probable E3 ubiquitin-protein ligase HECTD4 	1:Experimental evidence at protein level	0.9851	0.9980	1	1	1	1	1	1	     0	     0	     0			
1098	a	sp|O75521|ECI2_HUMAN	O75521	ECI2_HUMAN	ECI2	394	5.80	Homo sapiens OX=9606	Enoyl-CoA delta isomerase 2 	1:Experimental evidence at protein level	0.9844	0.9979	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
1099	a	sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	3.80	Homo sapiens OX=9606	Lysosome-associated membrane glycoprotein 1 	1:Experimental evidence at protein level	0.9844	0.9979	1	1	1	1	1	1	     0	     0	     0			
1100	a	sp|Q13148|TADBP_HUMAN	Q13148	TADBP_HUMAN	TARDBP	414	5.80	Homo sapiens OX=9606	TAR DNA-binding protein 43 	1:Experimental evidence at protein level	0.9837	0.9978	1	1	1	1	1	1	     0	     0	     0			
1101	a	sp|Q6NW34|NEPRO_HUMAN	Q6NW34	NEPRO_HUMAN	NEPRO	567	2.60	Homo sapiens OX=9606	Nucleolus and neural progenitor protein 	1:Experimental evidence at protein level	0.9837	0.9978	1	1	1	1	1	1	     0	     0	     0	9M(15.9949)		
1102	a	sp|Q16181|SEPT7_HUMAN	Q16181	SEPT7_HUMAN	SEPTIN7	437	5.30	Homo sapiens OX=9606	Septin-7 	1:Experimental evidence at protein level	0.9829	0.9977	1	1	1	1	1	1	     0	     0	     0			
1103	a	sp|P20742|PZP_HUMAN	P20742	PZP_HUMAN	PZP	1482	1.60	Homo sapiens OX=9606	Pregnancy zone protein 	1:Experimental evidence at protein level	0.9822	0.9976	1	1	1	1	1	1	     0	     0	     0			
1104	a	sp|Q5JXA9|SIRB2_HUMAN	Q5JXA9	SIRB2_HUMAN	SIRPB2	342	7.60	Homo sapiens OX=9606	Signal-regulatory protein beta-2 	2:Experimental evidence at transcript level	0.9822	0.9976	1	1	1	1	1	1	     0	     0	     0			
1105	a	sp|Q96G23|CERS2_HUMAN	Q96G23	CERS2_HUMAN	CERS2	380	4.20	Homo sapiens OX=9606	Ceramide synthase 2 	1:Experimental evidence at protein level	0.9822	0.9976	1	1	1	1	1	1	     0	     0	     0			
1106	a	sp|Q04917|1433F_HUMAN	Q04917	1433F_HUMAN	YWHAH	246	10.60	Homo sapiens OX=9606	14-3-3 protein eta 	1:Experimental evidence at protein level	0.9814	0.9941	2	1	1	2	1	1	     0	     0	     0			
1107	a	sp|Q70YC5|ZN365_HUMAN	Q70YC5	ZN365_HUMAN	ZNF365	407	4.20	Homo sapiens OX=9606	Protein ZNF365 	1:Experimental evidence at protein level	0.9807	0.9974	1	1	1	1	1	1	     0	     0	     0			
1108	a	sp|P00883|ALDOA_RABIT	P00883	ALDOA_RABIT	ALDOA	364	38.50	Oryctolagus cuniculus	Fructose-bisphosphate aldolase A 	1:Experimental evidence at protein level	0.9803	0.9274	7	1	1	18	1	1	     0	     0	     0			
1109	a	sp|P51572|BAP31_HUMAN	P51572	BAP31_HUMAN	BCAP31	246	6.50	Homo sapiens OX=9606	B-cell receptor-associated protein 31 	1:Experimental evidence at protein level	0.9800	0.9973	1	1	1	1	1	1	     0	     0	     0			
1110	a	sp|Q9H3N1|TMX1_HUMAN	Q9H3N1	TMX1_HUMAN	TMX1	280	4.60	Homo sapiens OX=9606	Thioredoxin-related transmembrane protein 1 	1:Experimental evidence at protein level	0.9800	0.9973	1	1	1	1	1	1	     0	     0	     0	12C(57.0215)		
1111	a	sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	9.00	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 9 	1:Experimental evidence at protein level	0.9798	0.9936	1	1	1	1	1	1	     0	     0	     0	5C(57.0215)		
1112	a	sp|P26373|RL13_HUMAN	P26373	RL13_HUMAN	RPL13	211	5.20	Homo sapiens OX=9606	60S ribosomal protein L13 	1:Experimental evidence at protein level	0.9793	0.9972	1	1	1	1	1	1	     0	     0	     0			
1113	a	sp|Q86Y39|NDUAB_HUMAN	Q86Y39	NDUAB_HUMAN	NDUFA11	141	16.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 	1:Experimental evidence at protein level	0.9793	0.9972	1	1	1	1	1	1	     0	     0	     0	14C(57.0215)		
1114	a	sp|P35580|MYH10_HUMAN	P35580	MYH10_HUMAN	MYH10	1976	2.30	Homo sapiens OX=9606	Myosin-10 	1:Experimental evidence at protein level	0.9785	0.9335	3	1	1	3	1	1	     0	     0	     0			
1115	a	sp|Q13724|MOGS_HUMAN	Q13724	MOGS_HUMAN	MOGS	837	2.20	Homo sapiens OX=9606	Mannosyl-oligosaccharide glucosidase 	1:Experimental evidence at protein level	0.9785	0.9971	1	1	1	1	1	1	     0	     0	     0			
1116	a	sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	21.20	Homo sapiens OX=9606	Elongin-B 	1:Experimental evidence at protein level	0.9785	0.9971	1	1	1	1	1	1	     0	     0	     0	5C(57.0215)		
1117	a	sp|Q9HAV7|GRPE1_HUMAN	Q9HAV7	GRPE1_HUMAN	GRPEL1	217	5.10	Homo sapiens OX=9606	GrpE protein homolog 1, mitochondrial 	1:Experimental evidence at protein level	0.9785	0.9971	1	1	1	1	1	1	     0	     0	     0			
1118	a	sp|Q96C90|PP14B_HUMAN	Q96C90	PP14B_HUMAN	PPP1R14B	147	13.60	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 14B 	1:Experimental evidence at protein level	0.9778	0.9970	1	1	1	1	1	1	     0	     0	     0	6C(57.0215)		
1119	a	sp|Q99436|PSB7_HUMAN	Q99436	PSB7_HUMAN	PSMB7	277	4.00	Homo sapiens OX=9606	Proteasome subunit beta type-7 	1:Experimental evidence at protein level	0.9778	0.9970	1	1	1	1	1	1	     0	     0	     0			
1120	a	sp|Q9UQ84|EXO1_HUMAN	Q9UQ84	EXO1_HUMAN	EXO1	846	1.30	Homo sapiens OX=9606	Exonuclease 1 	1:Experimental evidence at protein level	0.9778	0.9970	1	1	1	1	1	1	     0	     0	     0	8M(15.9949)		
1121	a	sp|Q12965|MYO1E_HUMAN	Q12965	MYO1E_HUMAN	MYO1E	1108	1.30	Homo sapiens OX=9606	Unconventional myosin-Ie 	1:Experimental evidence at protein level	0.9757	0.9967	1	1	1	1	1	1	     0	     0	     0			
1122	a	sp|Q9Y4W2|LAS1L_HUMAN	Q9Y4W2	LAS1L_HUMAN	LAS1L	734	2.60	Homo sapiens OX=9606	Ribosomal biogenesis protein LAS1L 	1:Experimental evidence at protein level	0.9757	0.9967	1	1	1	1	1	1	     0	     0	     0			
1123	a	sp|P43897|EFTS_HUMAN	P43897	EFTS_HUMAN	TSFM	325	6.80	Homo sapiens OX=9606	Elongation factor Ts, mitochondrial 	1:Experimental evidence at protein level	0.9742	0.9965	1	1	1	1	1	1	     0	     0	     0			
1124	a	sp|P61964|WDR5_HUMAN	P61964	WDR5_HUMAN	WDR5	334	5.40	Homo sapiens OX=9606	WD repeat-containing protein 5 	1:Experimental evidence at protein level	0.9742	0.9965	1	1	1	1	1	1	     0	     0	     0			
1125	a	sp|Q8N357|S35F6_HUMAN	Q8N357	S35F6_HUMAN	SLC35F6	371	3.20	Homo sapiens OX=9606	Solute carrier family 35 member F6 	1:Experimental evidence at protein level	0.9735	0.9964	1	1	1	1	1	1	     0	     0	     0			
1126	a	sp|A6NMY6|AXA2L_HUMAN	A6NMY6	AXA2L_HUMAN	ANXA2P2	339	28.30	Homo sapiens OX=9606	Putative annexin A2-like protein 	5:Protein uncertain	0.9730	0.9077	6	1	1	10	1	1	     0	     0	     0			
1127	a	sp|Q9BUJ2|HNRL1_HUMAN	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	856	2.60	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U-like protein 1 	1:Experimental evidence at protein level	0.9713	0.9961	1	1	1	1	1	1	     0	     0	     0	5C(57.0215)		
1128	a	sp|P27482|CALL3_HUMAN	P27482	CALL3_HUMAN	CALML3	149	13.40	Homo sapiens OX=9606	Calmodulin-like protein 3 	1:Experimental evidence at protein level	0.9692	0.9958	1	1	1	1	1	1	     0	     0	     0			
1129	a	sp|Q9Y342|PLLP_HUMAN	Q9Y342	PLLP_HUMAN	PLLP	182	12.60	Homo sapiens OX=9606	Plasmolipin 	1:Experimental evidence at protein level	0.9663	0.9954	1	1	1	1	1	1	     0	     0	     0			
1130	a	sp|Q8NE86|MCU_HUMAN	Q8NE86	MCU_HUMAN	MCU	351	5.40	Homo sapiens OX=9606	Calcium uniporter protein, mitochondrial 	1:Experimental evidence at protein level	0.9656	0.9953	1	1	1	1	1	1	     0	     0	     0	11C(57.0215)		
1131	a	sp|Q9Y5P6|GMPPB_HUMAN	Q9Y5P6	GMPPB_HUMAN	GMPPB	360	5.60	Homo sapiens OX=9606	Mannose-1-phosphate guanyltransferase beta 	1:Experimental evidence at protein level	0.9656	0.9953	1	1	1	1	1	1	     0	     0	     0			
1132	a	sp|Q32P28|P3H1_HUMAN	Q32P28	P3H1_HUMAN	P3H1	736	2.00	Homo sapiens OX=9606	Prolyl 3-hydroxylase 1 	1:Experimental evidence at protein level	0.9649	0.9952	1	1	1	1	1	1	     0	     0	     0			
1133	a	sp|Q96PV0|SYGP1_HUMAN	Q96PV0	SYGP1_HUMAN	SYNGAP1	1343	1.30	Homo sapiens OX=9606	Ras/Rap GTPase-activating protein SynGAP 	1:Experimental evidence at protein level	0.9635	0.9950	1	1	1	1	1	1	     0	     0	     0			
1134	a	sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	3.30	Homo sapiens OX=9606	AH receptor-interacting protein 	1:Experimental evidence at protein level	0.9628	0.9949	1	1	1	1	1	1	     0	     0	     0			
1135	a	sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	4.80	Homo sapiens OX=9606	Phosphatidylinositol transfer protein alpha isoform 	1:Experimental evidence at protein level	0.9628	0.9949	1	1	1	1	1	1	     0	     0	     0			
1136	a	sp|Q9Y333|LSM2_HUMAN	Q9Y333	LSM2_HUMAN	LSM2	95	20.00	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm2 	1:Experimental evidence at protein level	0.9621	0.9948	1	1	1	1	1	1	     0	     0	     0	6C(57.0215)		
1137	a	sp|O75439|MPPB_HUMAN	O75439	MPPB_HUMAN	PMPCB	489	2.20	Homo sapiens OX=9606	Mitochondrial-processing peptidase subunit beta 	1:Experimental evidence at protein level	0.9607	0.9946	1	1	1	1	1	1	     0	     0	     0			
1138	a	sp|Q05682|CALD1_HUMAN	Q05682	CALD1_HUMAN	CALD1	793	1.50	Homo sapiens OX=9606	Caldesmon 	1:Experimental evidence at protein level	0.9607	0.9946	1	1	1	1	1	1	     0	     0	     0			
1139	a	sp|Q5SY16|NOL9_HUMAN	Q5SY16	NOL9_HUMAN	NOL9	702	1.60	Homo sapiens OX=9606	Polynucleotide 5'-hydroxyl-kinase NOL9 	1:Experimental evidence at protein level	0.9593	0.9944	1	1	1	1	1	1	     0	     0	     0			
1140	a	sp|Q99584|S10AD_HUMAN	Q99584	S10AD_HUMAN	S100A13	98	12.20	Homo sapiens OX=9606	Protein S100-A13 	1:Experimental evidence at protein level	0.9593	0.9944	1	1	1	1	1	1	     0	     0	     0			
1141	a	sp|Q9BQC6|RT63_HUMAN	Q9BQC6	RT63_HUMAN	MRPL57	102	12.70	Homo sapiens OX=9606	Ribosomal protein 63, mitochondrial 	1:Experimental evidence at protein level	0.9593	0.9944	1	1	1	1	1	1	     0	     0	     0			
1142	a	sp|O75306|NDUS2_HUMAN	O75306	NDUS2_HUMAN	NDUFS2	463	2.60	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial 	1:Experimental evidence at protein level	0.9586	0.9943	1	1	1	1	1	1	     0	     0	     0			
1143	a	sp|P30876|RPB2_HUMAN	P30876	RPB2_HUMAN	POLR2B	1174	2.20	Homo sapiens OX=9606	DNA-directed RNA polymerase II subunit RPB2 	1:Experimental evidence at protein level	0.9586	0.9943	1	1	1	1	1	1	     0	     0	     0			
1144	a	sp|Q9C0G6|DYH6_HUMAN	Q9C0G6	DYH6_HUMAN	DNAH6	4158	0.40	Homo sapiens OX=9606	Dynein axonemal heavy chain 6 	2:Experimental evidence at transcript level	0.9586	0.9943	1	1	1	1	1	1	     0	     0	     0			
1145	a	sp|P57105|SYJ2B_HUMAN	P57105	SYJ2B_HUMAN	SYNJ2BP	145	7.60	Homo sapiens OX=9606	Synaptojanin-2-binding protein 	1:Experimental evidence at protein level	0.9579	0.9942	1	1	1	1	1	1	     0	     0	     0			
1146	a	sp|Q7RTV0|PHF5A_HUMAN	Q7RTV0	PHF5A_HUMAN	PHF5A	110	8.20	Homo sapiens OX=9606	PHD finger-like domain-containing protein 5A 	1:Experimental evidence at protein level	0.9579	0.9942	1	1	1	1	1	1	     0	     0	     0	8C(57.0215)		
1147	a	sp|P53985|MOT1_HUMAN	P53985	MOT1_HUMAN	SLC16A1	500	3.40	Homo sapiens OX=9606	Monocarboxylate transporter 1 	1:Experimental evidence at protein level	0.9572	0.9941	1	1	1	1	1	1	     0	     0	     0			
1148	a	sp|Q09161|NCBP1_HUMAN	Q09161	NCBP1_HUMAN	NCBP1	790	1.40	Homo sapiens OX=9606	Nuclear cap-binding protein subunit 1 	1:Experimental evidence at protein level	0.9572	0.9941	1	1	1	1	1	1	     0	     0	     0			
1149	a	sp|Q0VDF9|HSP7E_HUMAN	Q0VDF9	HSP7E_HUMAN	HSPA14	509	4.30	Homo sapiens OX=9606	Heat shock 70 kDa protein 14 	1:Experimental evidence at protein level	0.9572	0.9941	1	1	1	1	1	1	     0	     0	     0			
1150	a	sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	7.90	Homo sapiens OX=9606	FLYWCH family member 2 	1:Experimental evidence at protein level	0.9572	0.9941	1	1	1	1	1	1	     0	     0	     0			
1151	a	sp|Q9P2X0|DPM3_HUMAN	Q9P2X0	DPM3_HUMAN	DPM3	92	13.00	Homo sapiens OX=9606	Dolichol-phosphate mannosyltransferase subunit 3 	1:Experimental evidence at protein level	0.9572	0.9941	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
1152	a	sp|A8MZ97|CB074_HUMAN	A8MZ97	CB074_HUMAN	C2orf74	194	8.20	Homo sapiens OX=9606	Uncharacterized protein C2orf74 	1:Experimental evidence at protein level	0.9565	0.9940	1	1	1	1	1	1	     0	     0	     0	12C(57.0215), 3C(57.0215)		
1153	a	sp|P48556|PSMD8_HUMAN	P48556	PSMD8_HUMAN	PSMD8	350	2.90	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 8 	1:Experimental evidence at protein level	0.9565	0.9940	1	1	1	1	1	1	     0	     0	     0			
1154	a	sp|P53992|SC24C_HUMAN	P53992	SC24C_HUMAN	SEC24C	1094	1.50	Homo sapiens OX=9606	Protein transport protein Sec24C 	1:Experimental evidence at protein level	0.9565	0.9940	1	1	1	1	1	1	     0	     0	     0			
1155	a	sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	8.30	Homo sapiens OX=9606	40S ribosomal protein S24 	1:Experimental evidence at protein level	0.9558	0.9939	1	1	1	1	1	1	     0	     0	     0			
1156	a	sp|Q12788|TBL3_HUMAN	Q12788	TBL3_HUMAN	TBL3	808	1.90	Homo sapiens OX=9606	Transducin beta-like protein 3 	1:Experimental evidence at protein level	0.9558	0.9939	1	1	1	1	1	1	     0	     0	     0			
1157	a	sp|Q8TCC3|RM30_HUMAN	Q8TCC3	RM30_HUMAN	MRPL30	161	6.80	Homo sapiens OX=9606	39S ribosomal protein L30, mitochondrial 	1:Experimental evidence at protein level	0.9558	0.9939	1	1	1	1	1	1	     0	     0	     0			
1158	a	sp|Q8WUM0|NU133_HUMAN	Q8WUM0	NU133_HUMAN	NUP133	1156	1.40	Homo sapiens OX=9606	Nuclear pore complex protein Nup133 	1:Experimental evidence at protein level	0.9558	0.9939	1	1	1	1	1	1	     0	     0	     0			
1159	a	sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	1.30	Homo sapiens OX=9606	HIV Tat-specific factor 1 	1:Experimental evidence at protein level	0.9551	0.9938	1	1	1	1	1	1	     0	     0	     0			
